일시,지점,지점명,기온(°C),습도(%)
2024-08-17 01:30:00,131.0,,28.65,64.0
2024-08-17 01:45:00,131.0,,28.68,64.0
2024-08-17 02:00:00,131.0,청주,28.7,64.0
2024-08-17 02:15:00,131.0,,28.55,64.75
2024-08-17 02:30:00,131.0,,28.4,65.5
2024-08-17 02:45:00,131.0,,28.25,66.25
2024-08-17 03:00:00,131.0,청주,28.1,67.0
2024-08-17 03:15:00,131.0,,28.0,67.0
2024-08-17 03:30:00,131.0,,27.9,67.0
2024-08-17 03:45:00,131.0,,27.8,67.0
2024-08-17 04:00:00,131.0,청주,27.7,67.0
2024-08-17 04:15:00,131.0,,27.8,66.75
2024-08-17 04:30:00,131.0,,27.9,66.5
2024-08-17 04:45:00,131.0,,28.0,66.25
2024-08-17 05:00:00,131.0,청주,28.1,66.0
2024-08-17 05:15:00,131.0,,27.98,66.75
2024-08-17 05:30:00,131.0,,27.85,67.5
2024-08-17 05:45:00,131.0,,27.72,68.25
2024-08-17 06:00:00,131.0,청주,27.6,69.0
2024-08-17 06:15:00,131.0,,27.62,69.5
2024-08-17 06:30:00,131.0,,27.65,70.0
2024-08-17 06:45:00,131.0,,27.68,70.5
2024-08-17 07:00:00,131.0,청주,27.7,71.0
2024-08-17 07:15:00,131.0,,28.05,69.5
2024-08-17 07:30:00,131.0,,28.4,68.0
2024-08-17 07:45:00,131.0,,28.75,66.5
2024-08-17 08:00:00,131.0,청주,29.1,65.0
2024-08-17 08:15:00,131.0,,29.22,64.25
2024-08-17 08:30:00,131.0,,29.35,63.5
2024-08-17 08:45:00,131.0,,29.48,62.75
2024-08-17 09:00:00,131.0,청주,29.6,62.0
2024-08-17 09:15:00,131.0,,29.98,60.75
2024-08-17 09:30:00,131.0,,30.35,59.5
2024-08-17 09:45:00,131.0,,30.72,58.25
2024-08-17 10:00:00,131.0,청주,31.1,57.0
2024-08-17 10:15:00,131.0,,31.12,57.75
2024-08-17 10:30:00,131.0,,31.15,58.5
2024-08-17 10:45:00,131.0,,31.18,59.25
2024-08-17 11:00:00,131.0,청주,31.2,60.0
2024-08-17 11:15:00,131.0,,31.35,59.25
2024-08-17 11:30:00,131.0,,31.5,58.5
2024-08-17 11:45:00,131.0,,31.65,57.75
2024-08-17 12:00:00,131.0,청주,31.8,57.0
2024-08-17 12:15:00,131.0,,31.9,56.25
2024-08-17 12:30:00,131.0,,32.0,55.5
2024-08-17 12:45:00,131.0,,32.1,54.75
2024-08-17 13:00:00,131.0,청주,32.2,54.0
2024-08-17 13:15:00,131.0,,32.65,52.75
2024-08-17 13:30:00,131.0,,33.1,51.5
2024-08-17 13:45:00,131.0,,33.55,50.25
2024-08-17 14:00:00,131.0,청주,34.0,49.0
2024-08-17 14:15:00,131.0,,34.12,48.5
2024-08-17 14:30:00,131.0,,34.25,48.0
2024-08-17 14:45:00,131.0,,34.38,47.5
2024-08-17 15:00:00,131.0,청주,34.5,47.0
2024-08-17 15:15:00,131.0,,34.2,48.25
2024-08-17 15:30:00,131.0,,33.9,49.5
2024-08-17 15:45:00,131.0,,33.6,50.75
2024-08-17 16:00:00,131.0,청주,33.3,52.0
2024-08-17 16:15:00,131.0,,33.45,51.75
2024-08-17 16:30:00,131.0,,33.6,51.5
2024-08-17 16:45:00,131.0,,33.75,51.25
2024-08-17 17:00:00,131.0,청주,33.9,51.0
2024-08-17 17:15:00,131.0,,33.85,50.5
2024-08-17 17:30:00,131.0,,33.8,50.0
2024-08-17 17:45:00,131.0,,33.75,49.5
2024-08-17 18:00:00,131.0,청주,33.7,49.0
2024-08-17 18:15:00,131.0,,33.45,51.0
2024-08-17 18:30:00,131.0,,33.2,53.0
2024-08-17 18:45:00,131.0,,32.95,55.0
2024-08-17 19:00:00,131.0,청주,32.7,57.0
2024-08-17 19:15:00,131.0,,32.35,58.25
2024-08-17 19:30:00,131.0,,32.0,59.5
2024-08-17 19:45:00,131.0,,31.65,60.75
2024-08-17 20:00:00,131.0,청주,31.3,62.0
2024-08-17 20:15:00,131.0,,31.22,62.25
2024-08-17 20:30:00,131.0,,31.15,62.5
2024-08-17 20:45:00,131.0,,31.08,62.75
2024-08-17 21:00:00,131.0,청주,31.0,63.0
2024-08-17 21:15:00,131.0,,30.85,63.5
2024-08-17 21:30:00,131.0,,30.7,64.0
2024-08-17 21:45:00,131.0,,30.55,64.5
2024-08-17 22:00:00,131.0,청주,30.4,65.0
2024-08-17 22:15:00,131.0,,30.25,64.75
2024-08-17 22:30:00,131.0,,30.1,64.5
2024-08-17 22:45:00,131.0,,29.95,64.25
2024-08-17 23:00:00,131.0,청주,29.8,64.0
2024-08-17 23:15:00,131.0,,29.68,64.25
2024-08-17 23:30:00,131.0,,29.55,64.5
2024-08-17 23:45:00,131.0,,29.42,64.75
2024-08-18 00:00:00,131.0,청주,29.3,65.0
2024-08-18 00:15:00,131.0,,29.02,66.25
2024-08-18 00:30:00,131.0,,28.75,67.5
2024-08-18 00:45:00,131.0,,28.48,68.75
2024-08-18 01:00:00,131.0,청주,28.2,70.0
2024-08-18 01:15:00,131.0,,28.08,71.0
2024-08-18 01:30:00,131.0,,27.95,72.0
2024-08-18 01:45:00,131.0,,27.82,73.0
2024-08-18 02:00:00,131.0,청주,27.7,74.0
2024-08-18 02:15:00,131.0,,27.72,73.75
2024-08-18 02:30:00,131.0,,27.75,73.5
2024-08-18 02:45:00,131.0,,27.78,73.25
2024-08-18 03:00:00,131.0,청주,27.8,73.0
2024-08-18 03:15:00,131.0,,27.78,72.75
2024-08-18 03:30:00,131.0,,27.75,72.5
2024-08-18 03:45:00,131.0,,27.72,72.25
2024-08-18 04:00:00,131.0,청주,27.7,72.0
2024-08-18 04:15:00,131.0,,27.58,72.5
2024-08-18 04:30:00,131.0,,27.45,73.0
2024-08-18 04:45:00,131.0,,27.32,73.5
2024-08-18 05:00:00,131.0,청주,27.2,74.0
2024-08-18 05:15:00,131.0,,27.15,75.5
2024-08-18 05:30:00,131.0,,27.1,77.0
2024-08-18 05:45:00,131.0,,27.05,78.5
2024-08-18 06:00:00,131.0,청주,27.0,80.0
2024-08-18 06:15:00,131.0,,27.22,77.25
2024-08-18 06:30:00,131.0,,27.45,74.5
2024-08-18 06:45:00,131.0,,27.67,71.75
2024-08-18 07:00:00,131.0,청주,27.9,69.0
2024-08-18 07:15:00,131.0,,28.1,68.25
2024-08-18 07:30:00,131.0,,28.3,67.5
2024-08-18 07:45:00,131.0,,28.5,66.75
2024-08-18 08:00:00,131.0,청주,28.7,66.0
2024-08-18 08:15:00,131.0,,28.98,65.0
2024-08-18 08:30:00,131.0,,29.25,64.0
2024-08-18 08:45:00,131.0,,29.52,63.0
2024-08-18 09:00:00,131.0,청주,29.8,62.0
2024-08-18 09:15:00,131.0,,30.08,61.75
2024-08-18 09:30:00,131.0,,30.35,61.5
2024-08-18 09:45:00,131.0,,30.62,61.25
2024-08-18 10:00:00,131.0,청주,30.9,61.0
2024-08-18 10:15:00,131.0,,31.17,61.0
2024-08-18 10:30:00,131.0,,31.45,61.0
2024-08-18 10:45:00,131.0,,31.72,61.0
2024-08-18 11:00:00,131.0,청주,32.0,61.0
2024-08-18 11:15:00,131.0,,32.08,60.25
2024-08-18 11:30:00,131.0,,32.15,59.5
2024-08-18 11:45:00,131.0,,32.22,58.75
2024-08-18 12:00:00,131.0,청주,32.3,58.0
2024-08-18 12:15:00,131.0,,32.5,56.75
2024-08-18 12:30:00,131.0,,32.7,55.5
2024-08-18 12:45:00,131.0,,32.9,54.25
2024-08-18 13:00:00,131.0,청주,33.1,53.0
2024-08-18 13:15:00,131.0,,33.48,51.75
2024-08-18 13:30:00,131.0,,33.85,50.5
2024-08-18 13:45:00,131.0,,34.22,49.25
2024-08-18 14:00:00,131.0,청주,34.6,48.0
2024-08-18 14:15:00,131.0,,34.7,48.0
2024-08-18 14:30:00,131.0,,34.8,48.0
2024-08-18 14:45:00,131.0,,34.9,48.0
2024-08-18 15:00:00,131.0,청주,35.0,48.0
2024-08-18 15:15:00,131.0,,35.1,46.5
2024-08-18 15:30:00,131.0,,35.2,45.0
2024-08-18 15:45:00,131.0,,35.3,43.5
2024-08-18 16:00:00,131.0,청주,35.4,42.0
2024-08-18 16:15:00,131.0,,35.22,41.75
2024-08-18 16:30:00,131.0,,35.05,41.5
2024-08-18 16:45:00,131.0,,34.88,41.25
2024-08-18 17:00:00,131.0,청주,34.7,41.0
2024-08-18 17:15:00,131.0,,34.58,42.25
2024-08-18 17:30:00,131.0,,34.45,43.5
2024-08-18 17:45:00,131.0,,34.33,44.75
2024-08-18 18:00:00,131.0,청주,34.2,46.0
2024-08-18 18:15:00,131.0,,33.4,51.75
2024-08-18 18:30:00,131.0,,32.6,57.5
2024-08-18 18:45:00,131.0,,31.8,63.25
2024-08-18 19:00:00,131.0,청주,31.0,69.0
2024-08-18 19:15:00,131.0,,30.78,69.0
2024-08-18 19:30:00,131.0,,30.55,69.0
2024-08-18 19:45:00,131.0,,30.33,69.0
2024-08-18 20:00:00,131.0,청주,30.1,69.0
2024-08-18 20:15:00,131.0,,30.0,69.25
2024-08-18 20:30:00,131.0,,29.9,69.5
2024-08-18 20:45:00,131.0,,29.8,69.75
2024-08-18 21:00:00,131.0,청주,29.7,70.0
2024-08-18 21:15:00,131.0,,29.68,70.0
2024-08-18 21:30:00,131.0,,29.65,70.0
2024-08-18 21:45:00,131.0,,29.62,70.0
2024-08-18 22:00:00,131.0,청주,29.6,70.0
2024-08-18 22:15:00,131.0,,29.5,70.25
2024-08-18 22:30:00,131.0,,29.4,70.5
2024-08-18 22:45:00,131.0,,29.3,70.75
2024-08-18 23:00:00,131.0,청주,29.2,71.0
2024-08-18 23:15:00,131.0,,29.08,71.5
2024-08-18 23:30:00,131.0,,28.95,72.0
2024-08-18 23:45:00,131.0,,28.82,72.5
2024-08-19 00:00:00,131.0,청주,28.7,73.0
2024-08-19 00:15:00,131.0,,28.58,73.75
2024-08-19 00:30:00,131.0,,28.45,74.5
2024-08-19 00:45:00,131.0,,28.32,75.25
2024-08-19 01:00:00,131.0,청주,28.2,76.0
2024-08-19 01:15:00,131.0,,28.1,76.25
2024-08-19 01:30:00,131.0,,28.0,76.5
2024-08-19 01:45:00,131.0,,27.9,76.75
2024-08-19 02:00:00,131.0,청주,27.8,77.0
2024-08-19 02:15:00,131.0,,27.72,77.5
2024-08-19 02:30:00,131.0,,27.65,78.0
2024-08-19 02:45:00,131.0,,27.58,78.5
2024-08-19 03:00:00,131.0,청주,27.5,79.0
2024-08-19 03:15:00,131.0,,27.38,79.75
2024-08-19 03:30:00,131.0,,27.25,80.5
2024-08-19 03:45:00,131.0,,27.12,81.25
2024-08-19 04:00:00,131.0,청주,27.0,82.0
2024-08-19 04:15:00,131.0,,27.0,81.0
2024-08-19 04:30:00,131.0,,27.0,80.0
2024-08-19 04:45:00,131.0,,27.0,79.0
2024-08-19 05:00:00,131.0,청주,27.0,78.0
2024-08-19 05:15:00,131.0,,27.0,76.75
2024-08-19 05:30:00,131.0,,27.0,75.5
2024-08-19 05:45:00,131.0,,27.0,74.25
2024-08-19 06:00:00,131.0,청주,27.0,73.0
2024-08-19 06:15:00,131.0,,27.15,73.0
2024-08-19 06:30:00,131.0,,27.3,73.0
2024-08-19 06:45:00,131.0,,27.45,73.0
2024-08-19 07:00:00,131.0,청주,27.6,73.0
2024-08-19 07:15:00,131.0,,27.88,71.25
2024-08-19 07:30:00,131.0,,28.15,69.5
2024-08-19 07:45:00,131.0,,28.42,67.75
2024-08-19 08:00:00,131.0,청주,28.7,66.0
2024-08-19 08:15:00,131.0,,29.0,65.75
2024-08-19 08:30:00,131.0,,29.3,65.5
2024-08-19 08:45:00,131.0,,29.6,65.25
2024-08-19 09:00:00,131.0,청주,29.9,65.0
2024-08-19 09:15:00,131.0,,30.1,63.75
2024-08-19 09:30:00,131.0,,30.3,62.5
2024-08-19 09:45:00,131.0,,30.5,61.25
2024-08-19 10:00:00,131.0,청주,30.7,60.0
2024-08-19 10:15:00,131.0,,31.02,59.25
2024-08-19 10:30:00,131.0,,31.35,58.5
2024-08-19 10:45:00,131.0,,31.68,57.75
2024-08-19 11:00:00,131.0,청주,32.0,57.0
2024-08-19 11:15:00,131.0,,32.45,55.25
2024-08-19 11:30:00,131.0,,32.9,53.5
2024-08-19 11:45:00,131.0,,33.35,51.75
2024-08-19 12:00:00,131.0,청주,33.8,50.0
2024-08-19 12:15:00,131.0,,33.82,49.5
2024-08-19 12:30:00,131.0,,33.85,49.0
2024-08-19 12:45:00,131.0,,33.88,48.5
2024-08-19 13:00:00,131.0,청주,33.9,48.0
2024-08-19 13:15:00,131.0,,34.0,46.75
2024-08-19 13:30:00,131.0,,34.1,45.5
2024-08-19 13:45:00,131.0,,34.2,44.25
2024-08-19 14:00:00,131.0,청주,34.3,43.0
2024-08-19 14:15:00,131.0,,34.38,44.0
2024-08-19 14:30:00,131.0,,34.45,45.0
2024-08-19 14:45:00,131.0,,34.52,46.0
2024-08-19 15:00:00,131.0,청주,34.6,47.0
2024-08-19 15:15:00,131.0,,34.58,47.0
2024-08-19 15:30:00,131.0,,34.55,47.0
2024-08-19 15:45:00,131.0,,34.52,47.0
2024-08-19 16:00:00,131.0,청주,34.5,47.0
2024-08-19 16:15:00,131.0,,34.58,47.0
2024-08-19 16:30:00,131.0,,34.65,47.0
2024-08-19 16:45:00,131.0,,34.72,47.0
2024-08-19 17:00:00,131.0,청주,34.8,47.0
2024-08-19 17:15:00,131.0,,34.75,47.25
2024-08-19 17:30:00,131.0,,34.7,47.5
2024-08-19 17:45:00,131.0,,34.65,47.75
2024-08-19 18:00:00,131.0,청주,34.6,48.0
2024-08-19 18:15:00,131.0,,34.33,48.75
2024-08-19 18:30:00,131.0,,34.05,49.5
2024-08-19 18:45:00,131.0,,33.78,50.25
2024-08-19 19:00:00,131.0,청주,33.5,51.0
2024-08-19 19:15:00,131.0,,33.35,51.5
2024-08-19 19:30:00,131.0,,33.2,52.0
2024-08-19 19:45:00,131.0,,33.05,52.5
2024-08-19 20:00:00,131.0,청주,32.9,53.0
2024-08-19 20:15:00,131.0,,32.83,53.0
2024-08-19 20:30:00,131.0,,32.75,53.0
2024-08-19 20:45:00,131.0,,32.67,53.0
2024-08-19 21:00:00,131.0,청주,32.6,53.0
2024-08-19 21:15:00,131.0,,32.1,56.25
2024-08-19 21:30:00,131.0,,31.6,59.5
2024-08-19 21:45:00,131.0,,31.1,62.75
2024-08-19 22:00:00,131.0,청주,30.6,66.0
2024-08-19 22:15:00,131.0,,30.45,66.5
2024-08-19 22:30:00,131.0,,30.3,67.0
2024-08-19 22:45:00,131.0,,30.15,67.5
2024-08-19 23:00:00,131.0,청주,30.0,68.0
2024-08-19 23:15:00,131.0,,29.95,68.0
2024-08-19 23:30:00,131.0,,29.9,68.0
2024-08-19 23:45:00,131.0,,29.85,68.0
2024-08-20 00:00:00,131.0,청주,29.8,68.0
2024-08-20 00:15:00,131.0,,29.68,68.5
2024-08-20 00:30:00,131.0,,29.55,69.0
2024-08-20 00:45:00,131.0,,29.42,69.5
2024-08-20 01:00:00,131.0,청주,29.3,70.0
2024-08-20 01:15:00,131.0,,29.25,70.25
2024-08-20 01:30:00,131.0,,29.2,70.5
2024-08-20 01:45:00,131.0,,29.15,70.75
2024-08-20 02:00:00,131.0,청주,29.1,71.0
2024-08-20 02:15:00,131.0,,29.0,71.5
2024-08-20 02:30:00,131.0,,28.9,72.0
2024-08-20 02:45:00,131.0,,28.8,72.5
2024-08-20 03:00:00,131.0,청주,28.7,73.0
2024-08-20 03:15:00,131.0,,28.95,72.0
2024-08-20 03:30:00,131.0,,29.2,71.0
2024-08-20 03:45:00,131.0,,29.45,70.0
2024-08-20 04:00:00,131.0,청주,29.7,69.0
2024-08-20 04:15:00,131.0,,29.68,69.25
2024-08-20 04:30:00,131.0,,29.65,69.5
2024-08-20 04:45:00,131.0,,29.62,69.75
2024-08-20 05:00:00,131.0,청주,29.6,70.0
2024-08-20 05:15:00,131.0,,29.4,70.75
2024-08-20 05:30:00,131.0,,29.2,71.5
2024-08-20 05:45:00,131.0,,29.0,72.25
2024-08-20 06:00:00,131.0,청주,28.8,73.0
2024-08-20 06:15:00,131.0,,29.1,72.0
2024-08-20 06:30:00,131.0,,29.4,71.0
2024-08-20 06:45:00,131.0,,29.7,70.0
2024-08-20 07:00:00,131.0,청주,30.0,69.0
2024-08-20 07:15:00,131.0,,30.18,68.0
2024-08-20 07:30:00,131.0,,30.35,67.0
2024-08-20 07:45:00,131.0,,30.52,66.0
2024-08-20 08:00:00,131.0,청주,30.7,65.0
2024-08-20 08:15:00,131.0,,30.95,64.0
2024-08-20 08:30:00,131.0,,31.2,63.0
2024-08-20 08:45:00,131.0,,31.45,62.0
2024-08-20 09:00:00,131.0,청주,31.7,61.0
2024-08-20 09:15:00,131.0,,31.72,61.25
2024-08-20 09:30:00,131.0,,31.75,61.5
2024-08-20 09:45:00,131.0,,31.78,61.75
2024-08-20 10:00:00,131.0,청주,31.8,62.0
2024-08-20 10:15:00,131.0,,32.2,61.0
2024-08-20 10:30:00,131.0,,32.6,60.0
2024-08-20 10:45:00,131.0,,33.0,59.0
2024-08-20 11:00:00,131.0,청주,33.4,58.0
2024-08-20 11:15:00,131.0,,33.2,58.25
2024-08-20 11:30:00,131.0,,33.0,58.5
2024-08-20 11:45:00,131.0,,32.8,58.75
2024-08-20 12:00:00,131.0,청주,32.6,59.0
2024-08-20 12:15:00,131.0,,32.95,57.75
2024-08-20 12:30:00,131.0,,33.3,56.5
2024-08-20 12:45:00,131.0,,33.65,55.25
2024-08-20 13:00:00,131.0,청주,34.0,54.0
2024-08-20 13:15:00,131.0,,34.2,53.75
2024-08-20 13:30:00,131.0,,34.4,53.5
2024-08-20 13:45:00,131.0,,34.6,53.25
2024-08-20 14:00:00,131.0,청주,34.8,53.0
2024-08-20 14:15:00,131.0,,34.67,53.5
2024-08-20 14:30:00,131.0,,34.55,54.0
2024-08-20 14:45:00,131.0,,34.42,54.5
2024-08-20 15:00:00,131.0,청주,34.3,55.0
2024-08-20 15:15:00,131.0,,34.4,55.0
2024-08-20 15:30:00,131.0,,34.5,55.0
2024-08-20 15:45:00,131.0,,34.6,55.0
2024-08-20 16:00:00,131.0,청주,34.7,55.0
2024-08-20 16:15:00,131.0,,33.08,63.0
2024-08-20 16:30:00,131.0,,31.45,71.0
2024-08-20 16:45:00,131.0,,29.82,79.0
2024-08-20 17:00:00,131.0,청주,28.2,87.0
2024-08-20 17:15:00,131.0,,28.4,86.75
2024-08-20 17:30:00,131.0,,28.6,86.5
2024-08-20 17:45:00,131.0,,28.8,86.25
2024-08-20 18:00:00,131.0,청주,29.0,86.0
2024-08-20 18:15:00,131.0,,29.18,85.5
2024-08-20 18:30:00,131.0,,29.35,85.0
2024-08-20 18:45:00,131.0,,29.52,84.5
2024-08-20 19:00:00,131.0,청주,29.7,84.0
2024-08-20 19:15:00,131.0,,29.55,84.5
2024-08-20 19:30:00,131.0,,29.4,85.0
2024-08-20 19:45:00,131.0,,29.25,85.5
2024-08-20 20:00:00,131.0,청주,29.1,86.0
2024-08-20 20:15:00,131.0,,29.42,82.25
2024-08-20 20:30:00,131.0,,29.75,78.5
2024-08-20 20:45:00,131.0,,30.08,74.75
2024-08-20 21:00:00,131.0,청주,30.4,71.0
2024-08-20 21:15:00,131.0,,30.17,72.25
2024-08-20 21:30:00,131.0,,29.95,73.5
2024-08-20 21:45:00,131.0,,29.72,74.75
2024-08-20 22:00:00,131.0,청주,29.5,76.0
2024-08-20 22:15:00,131.0,,29.48,76.25
2024-08-20 22:30:00,131.0,,29.45,76.5
2024-08-20 22:45:00,131.0,,29.42,76.75
2024-08-20 23:00:00,131.0,청주,29.4,77.0
2024-08-20 23:15:00,131.0,,29.48,76.25
2024-08-20 23:30:00,131.0,,29.55,75.5
2024-08-20 23:45:00,131.0,,29.62,74.75
2024-08-21 00:00:00,131.0,청주,29.7,74.0
2024-08-21 00:15:00,131.0,,29.42,75.75
2024-08-21 00:30:00,131.0,,29.15,77.5
2024-08-21 00:45:00,131.0,,28.88,79.25
2024-08-21 01:00:00,131.0,청주,28.6,81.0
2024-08-21 01:15:00,131.0,,28.6,81.0
2024-08-21 01:30:00,131.0,,28.6,81.0
2024-08-21 01:45:00,131.0,,28.6,81.0
2024-08-21 02:00:00,131.0,청주,28.6,81.0
2024-08-21 02:15:00,131.0,,28.62,80.5
2024-08-21 02:30:00,131.0,,28.65,80.0
2024-08-21 02:45:00,131.0,,28.68,79.5
2024-08-21 03:00:00,131.0,청주,28.7,79.0
2024-08-21 03:15:00,131.0,,28.62,79.0
2024-08-21 03:30:00,131.0,,28.55,79.0
2024-08-21 03:45:00,131.0,,28.48,79.0
2024-08-21 04:00:00,131.0,청주,28.4,79.0
2024-08-21 04:15:00,131.0,,28.38,78.75
2024-08-21 04:30:00,131.0,,28.35,78.5
2024-08-21 04:45:00,131.0,,28.32,78.25
2024-08-21 05:00:00,131.0,청주,28.3,78.0
2024-08-21 05:15:00,131.0,,28.4,77.75
2024-08-21 05:30:00,131.0,,28.5,77.5
2024-08-21 05:45:00,131.0,,28.6,77.25
2024-08-21 06:00:00,131.0,청주,28.7,77.0
2024-08-21 06:15:00,131.0,,28.38,79.0
2024-08-21 06:30:00,131.0,,28.05,81.0
2024-08-21 06:45:00,131.0,,27.72,83.0
2024-08-21 07:00:00,131.0,청주,27.4,85.0
2024-08-21 07:15:00,131.0,,27.42,85.25
2024-08-21 07:30:00,131.0,,27.45,85.5
2024-08-21 07:45:00,131.0,,27.48,85.75
2024-08-21 08:00:00,131.0,청주,27.5,86.0
2024-08-21 08:15:00,131.0,,27.62,85.25
2024-08-21 08:30:00,131.0,,27.75,84.5
2024-08-21 08:45:00,131.0,,27.88,83.75
2024-08-21 09:00:00,131.0,청주,28.0,83.0
2024-08-21 09:15:00,131.0,,28.12,83.25
2024-08-21 09:30:00,131.0,,28.25,83.5
2024-08-21 09:45:00,131.0,,28.38,83.75
2024-08-21 10:00:00,131.0,청주,28.5,84.0
2024-08-21 10:15:00,131.0,,28.45,84.0
2024-08-21 10:30:00,131.0,,28.4,84.0
2024-08-21 10:45:00,131.0,,28.35,84.0
2024-08-21 11:00:00,131.0,청주,28.3,84.0
2024-08-21 11:15:00,131.0,,28.28,84.25
2024-08-21 11:30:00,131.0,,28.25,84.5
2024-08-21 11:45:00,131.0,,28.22,84.75
2024-08-21 12:00:00,131.0,청주,28.2,85.0
2024-08-21 12:15:00,131.0,,28.42,84.25
2024-08-21 12:30:00,131.0,,28.65,83.5
2024-08-21 12:45:00,131.0,,28.88,82.75
2024-08-21 13:00:00,131.0,청주,29.1,82.0
2024-08-21 13:15:00,131.0,,29.33,81.25
2024-08-21 13:30:00,131.0,,29.55,80.5
2024-08-21 13:45:00,131.0,,29.78,79.75
2024-08-21 14:00:00,131.0,청주,30.0,79.0
2024-08-21 14:15:00,131.0,,30.18,77.5
2024-08-21 14:30:00,131.0,,30.35,76.0
2024-08-21 14:45:00,131.0,,30.52,74.5
2024-08-21 15:00:00,131.0,청주,30.7,73.0
2024-08-21 15:15:00,131.0,,31.0,71.75
2024-08-21 15:30:00,131.0,,31.3,70.5
2024-08-21 15:45:00,131.0,,31.6,69.25
2024-08-21 16:00:00,131.0,청주,31.9,68.0
2024-08-21 16:15:00,131.0,,31.9,67.75
2024-08-21 16:30:00,131.0,,31.9,67.5
2024-08-21 16:45:00,131.0,,31.9,67.25
2024-08-21 17:00:00,131.0,청주,31.9,67.0
2024-08-21 17:15:00,131.0,,31.8,67.5
2024-08-21 17:30:00,131.0,,31.7,68.0
2024-08-21 17:45:00,131.0,,31.6,68.5
2024-08-21 18:00:00,131.0,청주,31.5,69.0
2024-08-21 18:15:00,131.0,,31.38,69.75
2024-08-21 18:30:00,131.0,,31.25,70.5
2024-08-21 18:45:00,131.0,,31.12,71.25
2024-08-21 19:00:00,131.0,청주,31.0,72.0
2024-08-21 19:15:00,131.0,,30.92,72.25
2024-08-21 19:30:00,131.0,,30.85,72.5
2024-08-21 19:45:00,131.0,,30.78,72.75
2024-08-21 20:00:00,131.0,청주,30.7,73.0
2024-08-21 20:15:00,131.0,,30.2,76.5
2024-08-21 20:30:00,131.0,,29.7,80.0
2024-08-21 20:45:00,131.0,,29.2,83.5
2024-08-21 21:00:00,131.0,청주,28.7,87.0
2024-08-21 21:15:00,131.0,,28.7,87.25
2024-08-21 21:30:00,131.0,,28.7,87.5
2024-08-21 21:45:00,131.0,,28.7,87.75
2024-08-21 22:00:00,131.0,청주,28.7,88.0
2024-08-21 22:15:00,131.0,,28.68,87.5
2024-08-21 22:30:00,131.0,,28.65,87.0
2024-08-21 22:45:00,131.0,,28.62,86.5
2024-08-21 23:00:00,131.0,청주,28.6,86.0
2024-08-21 23:15:00,131.0,,28.62,84.75
2024-08-21 23:30:00,131.0,,28.65,83.5
2024-08-21 23:45:00,131.0,,28.68,82.25
2024-08-22 00:00:00,131.0,청주,28.7,81.0
2024-08-22 00:15:00,131.0,,28.65,80.75
2024-08-22 00:30:00,131.0,,28.6,80.5
2024-08-22 00:45:00,131.0,,28.55,80.25
2024-08-22 01:00:00,131.0,청주,28.5,80.0
2024-08-22 01:15:00,131.0,,28.48,79.5
2024-08-22 01:30:00,131.0,,28.45,79.0
2024-08-22 01:45:00,131.0,,28.42,78.5
2024-08-22 02:00:00,131.0,청주,28.4,78.0
2024-08-22 02:15:00,131.0,,28.35,78.0
2024-08-22 02:30:00,131.0,,28.3,78.0
2024-08-22 02:45:00,131.0,,28.25,78.0
2024-08-22 03:00:00,131.0,청주,28.2,78.0
2024-08-22 03:15:00,131.0,,28.18,78.0
2024-08-22 03:30:00,131.0,,28.15,78.0
2024-08-22 03:45:00,131.0,,28.12,78.0
2024-08-22 04:00:00,131.0,청주,28.1,78.0
2024-08-22 04:15:00,131.0,,27.95,78.5
2024-08-22 04:30:00,131.0,,27.8,79.0
2024-08-22 04:45:00,131.0,,27.65,79.5
2024-08-22 05:00:00,131.0,청주,27.5,80.0
2024-08-22 05:15:00,131.0,,27.45,80.5
2024-08-22 05:30:00,131.0,,27.4,81.0
2024-08-22 05:45:00,131.0,,27.35,81.5
2024-08-22 06:00:00,131.0,청주,27.3,82.0
2024-08-22 06:15:00,131.0,,27.52,81.0
2024-08-22 06:30:00,131.0,,27.75,80.0
2024-08-22 06:45:00,131.0,,27.98,79.0
2024-08-22 07:00:00,131.0,청주,28.2,78.0
2024-08-22 07:15:00,131.0,,28.55,76.5
2024-08-22 07:30:00,131.0,,28.9,75.0
2024-08-22 07:45:00,131.0,,29.25,73.5
2024-08-22 08:00:00,131.0,청주,29.6,72.0
2024-08-22 08:15:00,131.0,,30.02,70.25
2024-08-22 08:30:00,131.0,,30.45,68.5
2024-08-22 08:45:00,131.0,,30.88,66.75
2024-08-22 09:00:00,131.0,청주,31.3,65.0
2024-08-22 09:15:00,131.0,,31.58,63.75
2024-08-22 09:30:00,131.0,,31.85,62.5
2024-08-22 09:45:00,131.0,,32.12,61.25
2024-08-22 10:00:00,131.0,청주,32.4,60.0
2024-08-22 10:15:00,131.0,,32.2,60.75
2024-08-22 10:30:00,131.0,,32.0,61.5
2024-08-22 10:45:00,131.0,,31.8,62.25
2024-08-22 11:00:00,131.0,청주,31.6,63.0
2024-08-22 11:15:00,131.0,,31.38,64.25
2024-08-22 11:30:00,131.0,,31.15,65.5
2024-08-22 11:45:00,131.0,,30.92,66.75
2024-08-22 12:00:00,131.0,청주,30.7,68.0
2024-08-22 12:15:00,131.0,,31.12,66.5
2024-08-22 12:30:00,131.0,,31.55,65.0
2024-08-22 12:45:00,131.0,,31.98,63.5
2024-08-22 13:00:00,131.0,청주,32.4,62.0
